category,food_name,calories_kcal_per_100g,fat_g_per_100g,carbs_g_per_100g
"QG5OZA15Y4","金龙鱼 玉米油","884.32","100","0"
"QG5OZA15Y4","金龙鱼 植物甾醇玉米油","875.48","99","0"
"QG5OZA15Y4","金龙鱼橄榄原香食用调和油","884.32","100","0"
"QG5OZA15Y4","金龙鱼食用调和油","884.32","100","0"
"QG5OZA15Y4","金龙鱼油茶籽油","884.32","100","0"
"QG5OZA15Y4","金牛 芝麻油","899","99.8","0"
"QG5OZA15Y4","卡拉利 特级橄榄油","822","91.3","0"
"QG5OZA15Y4","卡拉佩利 初榨橄榄油","800","93.33","0"
"QG5OZA15Y4","卡拉佩利 特级初榨橄榄油","822","91.3","0"
"QG5OZA15Y4","卡派纳特级初榨橄榄油","807.36","91.3","0"
"QG5OZA15Y4","坎诺拉 健康黄油","700","80","0"
"QG5OZA15Y4","辣椒油","900","100","0"
"QG5OZA15Y4","黎红 花椒油","769.6","91.2","0"
"QG5OZA15Y4","李锦记 芝麻油","866.67","93.33","0"
"QG5OZA15Y4","恋奶精球","258.1","26","3"
"QG5OZA15Y4","龙溪一滴香黑芝麻香油","884.32","100","0"
"QG5OZA15Y4","鲁花 压榨特香菜籽油","899.1","99.9","0"
"QG5OZA15Y4","鲁花 芝麻香油","884.32","99.9","0"
"QG5OZA15Y4","鲁花特级初榨橄榄油","884.32","99.9","0"
"QG5OZA15Y4","麦芽油","899","99.9","0"
"QG5OZA15Y4","米糠油","894","98.7","1.3"
"QG5OZA15Y4","欧丽薇兰 特级初榨橄榄油","813.58","92","0"
"QG5OZA15Y4","欧丽薇兰 特级初榨橄榄油-桶装","884.32","100","0"
"QG5OZA15Y4","佩萨庄园100%特级初榨橄榄油","884.32","100","0"
"QG5OZA15Y4","蒲福 核桃油","884.32","100","0"
"QG5OZA15Y4","蒲福 葡萄籽油","884.32","100","0"
"QG5OZA15Y4","蒲福 杏仁油","884.32","100","0"
"QG5OZA15Y4","蒲福 榛子油","884.32","100","0"
"QG5OZA15Y4","奇子香 魔油 食用调味油","881.45","99.4","0"
"QG5OZA15Y4","橋邊鵝肉 黃金鵝香辣油","860","87.4","2"
"QG5OZA15Y4","青岛大利 特级生油","800","93.33","0"
"QG5OZA15Y4","日清 健康利多高油酸葵花籽油","884.32","100","0"
"QG5OZA15Y4","色拉油","898","99.8","0"
"QG5OZA15Y4","舒觅 特级初榨原生橄榄油","884.32","99","0"
"QG5OZA15Y4","塔原红花 红花籽油","883.37","99.9","0"
"QG5OZA15Y4","太太乐芝麻油","884.32","99.9","0"
"QG5OZA15Y4","天力牌 日式风味芥末油","871.89","98.6","0"
"QG5OZA15Y4","田歌 山茶油","884.08","100","0"
"QG5OZA15Y4","统一纯橄榄油","818","91","0"
"QG5OZA15Y4","维狄 ESSENTIAL WAITROSE essential Waitrose olive oil","823","91.4","0"
"QG5OZA15Y4","五福芝麻香油","883.93","99.9","0"
"QG5OZA15Y4","乡王 火锅油碟(芝麻调和油)","815.49","91.3","0"
"QG5OZA15Y4","欣奇典 亚麻籽油","883.37","99.9","0"
"QG5OZA15Y4","椰子油","899","99.9","0"
"QG5OZA15Y4","意大利CLEMENTE克莱门特特级初榨橄榄油","799.71","93.3","0"
"QG5OZA15Y4","英佰瑞 SAINSBURY橄榄油","823","91.4","0"
"QG5OZA15Y4","油茶籽油","898","99.8","0"
"QG5OZA15Y4","玉米油","895","99.2","0.5"
"QG5OZA15Y4","长白工坊 有机亚麻籽油(冷初榨500ml)","884.32","100","0"
"QG5OZA15Y4","长白工坊 有机孕产妇装亚麻籽油","884.32","100","0"
"QG5OZA15Y4","长康 100%黑芝麻油","884.32","99.9","0"
"QG5OZA15Y4","长康 第一到 纯芝麻油","884.32","99.9","0"
"QG5OZA15Y4","长生 特级初榨橄榄油","877.15","100","0"
"QG5OZA15Y4","芝焙 烘焙专用色拉油","883.6","100","0"
"QG5OZA15Y4","芝麻油","898","99.7","0.2"
"QG5OZA15Y4","志成香麻油","899","99.8","0"
"QG5OZA15Y4","珠江 桥牌小磨芝麻油","900","100","0"
"QG5OZA15Y4","棕榈油","900","100","0"
"QG5OZA15Y4","Azalea 葡萄籽油","833.33","92.67","0"
"QG5OZA15Y4","COCO D'ORO 金椰王 有机冷压椰油","700","93.33","0"
"QG5OZA15Y4","cufrol 橄福 Cufrol/橄福 柠檬味橄榄调味油","803.06","93.3","0"
"QG5OZA15Y4","cufrol 橄福 Cufrol/橄福 特级初榨橄榄油","799.71","93.3","0"
"QG5OZA15Y4","cufrol 橄福 Cufrol/橄福 意大利系列 特级初榨橄榄油","799.71","93.3","0"
"QG5OZA15Y4","fandler 有机冷压甜杏仁油","882","100","0"
"QG5OZA15Y4","Filippo Berio 清爽橄榄油","822","91.3","0"
"QG5OZA15Y4","ja! Ja葵花籽油","828","92","0"
"QG5OZA15Y4","Landliele Landliebe 葵花籽调和油","813.58","92","0"
"QG5OZA15Y4","olivoila 初榨橄榄油","884.32","100","0"
"QG5OZA15Y4","PAMS超淡橄榄油","810.23","91.5","0"
"QG5OZA15Y4","RAVIKA特级初榨橄榄油","809.03","100","0"
"QG5OZA15Y4","Raweggie 有机椰子油","857","100","0"
"QG5OZA15Y4","Schneekoppe 诗尼坎普  Schneekoppe德国冷压第一次亚麻仁油","830","92","0"
"QG5OZA15Y4","Trader Joe's 有机初榨椰子油","800","93.33","0"
"QG5OZA15Y4","Wesson 植物油","857.14","100","0"
"QG5OZA15Y4","Westfalia酪梨油","880","93.33","0"
"TE2R3V4FC3","爱森 蚝油牛肉片","94.17","1.1","7.6"
"TE2R3V4FC3","爱森 清炒猪肉丝","88.91","2.2","4.2"
"TE2R3V4FC3","扒猪脸","347","29.6","1.4"
"TE2R3V4FC3","茶肠","329","29.6","6.7"
"TE2R3V4FC3","炒肝","96","8","3.3"
"TE2R3V4FC3","村嫂 湖南腊肉","498","48.8","29"
"TE2R3V4FC3","独伊佳 风干牛肉干(原味)","239.24","5.1","4.8"
"TE2R3V4FC3","福气来 肉燥","145.08","12.5","4.9"
"TE2R3V4FC3","福气来 香辣里肌","82.7","4.9","4.2"
"TE2R3V4FC3","福气来 香辣牛肉","102.53","7.5","3.5"
"TE2R3V4FC3","冈第斯 牦牛排(西冷)","119.26","4.2","3.9"
"TE2R3V4FC3","狗肉","116","4.6","1.8"
"TE2R3V4FC3","古厝甜头 儿童肉松","442.16","14.8","48.5"
"TE2R3V4FC3","古厝甜头 金丝肉松","433.56","15.2","43"
"TE2R3V4FC3","古厝甜头 台湾肉松","442.16","14.8","48.5"
"TE2R3V4FC3","冠进 蒜香骨","270.08","27.5","3.2"
"TE2R3V4FC3","灌肠(湿)","134","0.3","32.8"
"TE2R3V4FC3","广东香肠","433","37.3","6.4"
"TE2R3V4FC3","濠美味 开花牛肉丸","178.54","11.7","7"
"TE2R3V4FC3","好得睐 过油肉","119.02","6.2","4.1"
"TE2R3V4FC3","好得睐 黑椒牛肉","90.58","2.5","2.3"
"TE2R3V4FC3","好好 好好猪 QQ金钱肉","367.59","12.2","38.9"
"TE2R3V4FC3","好好 铁板牛肉","381.69","13","39.6"
"TE2R3V4FC3","皓月 夫妻肺片","145.55","11.6","1.6"
"TE2R3V4FC3","火腿(云南)","565","56.1","3.7"
"TE2R3V4FC3","嘉乐 回锅肉","186.9","16.8","5.8"
"TE2R3V4FC3","嘉乐 酱焖猪手","194.07","13.7","8.1"
"TE2R3V4FC3","嘉乐 玉米栗子炖排骨","138.62","6.61","13.87"
"TE2R3V4FC3","酱牛肉","246","11.9","3.2"
"TE2R3V4FC3","酱汁肉","549","50.4","8.4"
"TE2R3V4FC3","金锣 烩菜香肠","143.88","5","12"
"TE2R3V4FC3","九洲御 泡椒兔耳","147.47","9.1","2.5"
"TE2R3V4FC3","腊肉(生，脂肪49g)","498","48.8","2.9"
"TE2R3V4FC3","老年保健肉松","458","20.5","32.5"
"TE2R3V4FC3","卤博士 五香猪蹄","208.17","12.6","5.1"
"TE2R3V4FC3","鹿肉","92","1.3","0.3"
"TE2R3V4FC3","驴肉(卤)","151","1.9","5.8"
"TE2R3V4FC3","骆驼蹄","116","1.4","0.2"
"TE2R3V4FC3","马肉","122","4.6","0.1"
"TE2R3V4FC3","美好 三明治火腿","130","4.4","6.2"
"TE2R3V4FC3","牧谣 牛后腿肉(香辣味)","330.07","5.8","44"
"TE2R3V4FC3","牛百叶(黑)","70","1.9","0"
"TE2R3V4FC3","牛大肠","66","2.3","0.4"
"TE2R3V4FC3","牛肉(背部肉)","193","12.4","3"
"TE2R3V4FC3","牛肉(小腿肉)","122","3.3","0"
"TE2R3V4FC3","牛舌","196","13.3","2"
"TE2R3V4FC3","牛肾","94","2.4","2.6"
"TE2R3V4FC3","牛蹄筋","151","0.5","2.6"
"TE2R3V4FC3","奇瑞厨 带皮黄牛肉","186.42","6.2","2.8"
"TE2R3V4FC3","荣程 腊兔","233.99","3","0.5"
"TE2R3V4FC3","肉酥","509","27.1","35.5"
"TE2R3V4FC3","锐澳 MAREHOTTUNA","220.2","13","0.8"
"TE2R3V4FC3","三鸿 金陵风味香肠","428.54","31","12"
"TE2R3V4FC3","三鸿 台湾风味香肠","429.97","30","15.5"
"TE2R3V4FC3","沙爹 牛肉干(牌)","327","3.6","33.6"
"TE2R3V4FC3","圣农美厨 圣农 腿排(黑椒味)","194.55","13.5","1.7"
"TE2R3V4FC3","食掌柜 带皮黄牛肉","132.17","4.2","1.9"
"TE2R3V4FC3","双汇 韩式烧烤 烤香肠","189.29","9","11.5"
"TE2R3V4FC3","松江肠","402","26.5","28.5"
"TE2R3V4FC3","太仓肉松","316","8.3","21.6"
"TE2R3V4FC3","兔肉(野)","84","2","0"
"TE2R3V4FC3","万市香 猪肉脯","389","11.1","42.6"
"TE2R3V4FC3","万威客 营养早餐切片火腿","116.63","1.5","7.4"
"TE2R3V4FC3","无印良品 马沙曼咖喱猪肉","205.56","15.39","11.78"
"TE2R3V4FC3","午餐肉","229","15.9","12"
"TE2R3V4FC3","喜来品 儿童牛排","76.48","2.3","0.5"
"TE2R3V4FC3","喜来品 菲力牛排","76.48","2.3","0.5"
"TE2R3V4FC3","香肠(罐头)","290","28.1","1.3"
"TE2R3V4FC3","小红肠","280","23.2","6"
"TE2R3V4FC3","小泥肠","295","26.3","3.2"
"TE2R3V4FC3","新冷大 正宗台式卤肉","185.23","12.6","6.9"
"TE2R3V4FC3","亚明 韩澳舌","134.08","8.6","3.2"
"TE2R3V4FC3","亚明 猪颈肉","246.18","20.5","3.2"
"TE2R3V4FC3","羊大肠","75","2.4","0"
"TE2R3V4FC3","羊肉(瘦)","118","3.9","0.2"
"TE2R3V4FC3","羊肉(熟)","217","13.8","0"
"TE2R3V4FC3","羊肉(胸脯)","133","6.2","0"
"TE2R3V4FC3","羊肉串(炸)","217","11.5","10"
"TE2R3V4FC3","羊肉片","118","4","2.4"
"TE2R3V4FC3","羊肉手抓","188","8.8","0"
"TE2R3V4FC3","羊舌","225","14.2","4.8"
"TE2R3V4FC3","益厨王 卤水拼盘","133.84","6.3","2.4"
"TE2R3V4FC3","祯祥 咖喱牛肉","44.46","0.7","7.3"
"TE2R3V4FC3","郑新初 烤鲜牛肉(铁板味)","533","44","10"
"TE2R3V4FC3","猪胆肝","336","6.4","25.3"
"TE2R3V4FC3","猪皮","363","28.1","0"
"TE2R3V4FC3","猪肉(瘦)","143","6.2","1.5"
"TE2R3V4FC3","猪肉(猪脖)","577","60.5","0"
"TE2R3V4FC3","猪肉松","316","8.3","21.6"
"TE2R3V4FC3","猪舌","184","12.4","0"
"TE2R3V4FC3","猪肾","137","8.1","0"
"TE2R3V4FC3","猪蹄筋","156","1.4","0.5"
"TE2R3V4FC3","猪小肠","65","2","1.7"
"TE2R3V4FC3","猪小排(良杂猪)","351","32.7","0"
"TE2R3V4FC3","猪血","55","0.3","0.9"
"TE2R3V4FC3","猪肘棒","248","16","9.4"
"TE2R3V4FC3","Armour 牛肉干(减脂95%)","200","5","6.67"
"TE2R3V4FC3","Four'n Twenty angus beef +pepper","260.52","14.2","24"
"TE2R3V4FC3","Libby's 维也纳香肠(烧烤酱)","212.12","19.7","3.03"
"TE2R3V4FC3","OLDENHAUSER Chopped Pork 猪肉午餐肉罐头","290","26.7","0"
"UCRVG0PAR4","八喜 棒冰淇淋(提拉米苏口味)","269.84","19.84","19.19"
"UCRVG0PAR4","百乐宝 巧克力雪糕","174","9.6","19.2"
"UCRVG0PAR4","百乐宝数码迷城红豆雪糕","138.38","3.3","23.7"
"UCRVG0PAR4","百乐宝数码迷城巧克力雪糕","174","9.6","19.2"
"UCRVG0PAR4","棒冰","73","1","16.1"
"UCRVG0PAR4","宾格瑞 能量冰(西瓜味)","96.57","0.51","22.23"
"UCRVG0PAR4","冰凌 棒冰","40.15","0.1","9.8"
"UCRVG0PAR4","冰淇淋","127","5.3","17.3"
"UCRVG0PAR4","冰淇淋(草莓味)","150","3.2","29.4"
"UCRVG0PAR4","冰淇淋(花心筒)","278","13.1","37.5"
"UCRVG0PAR4","冰淇淋(加奶油)","211","12.8","20.5"
"UCRVG0PAR4","冰淇淋(苦咖啡味)","205","10.1","25.6"
"UCRVG0PAR4","冰淇淋(巧克力圣代)","173","4.8","29"
"UCRVG0PAR4","冰砖","153","6.8","20"
"UCRVG0PAR4","不二家 雪糕巧克力","556.52","35.43","53.26"
"UCRVG0PAR4","布利斯 巧克力冰激凌","212.21","10.61","25.76"
"UCRVG0PAR4","大桥道 优酷 香草巧克力口味雪糕","201.96","9.2","25.5"
"UCRVG0PAR4","大雪糕","74","0.9","14.3"
"UCRVG0PAR4","德氏 麦狗","188.1","4.6","35"
"UCRVG0PAR4","蒂兰圣雪 香草巧克力口味冰淇淋","331.5","24.4","17.7"
"UCRVG0PAR4","东鲁 老北京牛奶口味冰棍","76","3.1","11.7"
"UCRVG0PAR4","福康 火炬(香蕉味)","242.11","11.2","31.8"
"UCRVG0PAR4","富康放学乐雪糕","140.54","3.9","24.8"
"UCRVG0PAR4","格力高 牛奶味冰淇淋","168.06","5.21","26.49"
"UCRVG0PAR4","格林小神童甜筒(香芋味)","220.12","9.8","30.5"
"UCRVG0PAR4","贯香园 心心冰淇淋","217.02","5.3","35.6"
"UCRVG0PAR4","光明牌 香奶杯雪糕","173.04","8","24"
"UCRVG0PAR4","果然好 找茶绿豆口味冰棍","98.71","0","21.9"
"UCRVG0PAR4","哈根达斯 夏威夷果仁冰淇淋","301.86","23.6","19.1"
"UCRVG0PAR4","呵哆 爆香冰淇淋","211.97","4.2","39.7"
"UCRVG0PAR4","和路雪 -迷你可爱多(香草)","343","20","35.5"
"UCRVG0PAR4","和路雪 可爱多","334.37","19.2","36.5"
"UCRVG0PAR4","和路雪 迷你可爱多(草莓味)","280.85","13","37.5"
"UCRVG0PAR4","和路雪 迷你乐雪球巧克力冰淇淋","319.55","18.9","33.8"
"UCRVG0PAR4","和路雪 迷你乐雪球香草冰淇淋","320.27","20.9","28.6"
"UCRVG0PAR4","和路雪 迷你千层雪香草口味冰淇淋","239.3","14.88","23.75"
"UCRVG0PAR4","和路雪巧克力脆享经典","346.8","26.3","24.2"
"UCRVG0PAR4","宏宝莱 宏宝来 干脆麦片巧克力口味雪糕","373.09","30.3","24.4"
"UCRVG0PAR4","宏宝莱 蜜香豆坊 红豆沙 红豆口味棒冰","101.34","2","18.6"
"UCRVG0PAR4","可爱多 非常香草口味冰淇淋松脆蛋筒","334.37","19.2","36.5"
"UCRVG0PAR4","可爱多 蓝莓芝士蛋糕口味冰淇淋","289.23","13.33","39.71"
"UCRVG0PAR4","老中街 冰棍","77.68","1.3","15.8"
"UCRVG0PAR4","乐天 三冈传统红豆冰淇淋","167.3","1.86","35.71"
"UCRVG0PAR4","龙旺 经典酸溜溜 橙味夹心雪糕","79.59","0","19.6"
"UCRVG0PAR4","龙旺 绿色之恋 绿豆口味+糖纳红豆 棒冰","111.38","1.2","23.1"
"UCRVG0PAR4","龙旺 芒点冰葩 芒果口味雪泥","86.04","0","21.2"
"UCRVG0PAR4","龙旺 香草味雪糕","165.15","7","24.3"
"UCRVG0PAR4","龙旺 QQ杯 牛奶巧克力口味雪糕","164.91","7.8","22.1"
"UCRVG0PAR4","罗格 雪糕","169.46","4.5","29.4"
"UCRVG0PAR4","麦当劳 奥利奥麦旋风","283.6","9.2","44.5"
"UCRVG0PAR4","美登高 双把雪糕","100.86","2.7","16.2"
"UCRVG0PAR4","美伦 巧丽滋香芋脆皮雪糕","273.66","17.4","21.3"
"UCRVG0PAR4","美伦 雪米滋雪糕(香草口味)","145.8","5.33","31"
"UCRVG0PAR4","美怡乐 蓝冰c 柠檬苏打雪糕","104.68","2.8","19.5"
"UCRVG0PAR4","美怡乐 美脆雪糕","271.27","19.8","25"
"UCRVG0PAR4","美怡乐 一口奶 香草味冰淇淋","158.46","7.3","20.6"
"UCRVG0PAR4","蒙牛 酷爱纯脆 麦片脆皮雪糕","244.26","17.5","20.2"
"UCRVG0PAR4","蒙牛 奶棒 蜜瓜雪糕","217.5","12.6","23.5"
"UCRVG0PAR4","蒙牛 奶油雪糕","135.76","5.2","21.3"
"UCRVG0PAR4","蒙牛 优牧之选 切达奶酪雪糕","245.94","15.3","21.5"
"UCRVG0PAR4","蒙牛酸酸乳冰粒酸奶芒果味雪糕","166.59","11.9","13.8"
"UCRVG0PAR4","蒙牛优牧之选 老酸奶口味雪糕","337.59","20.18","29.64"
"UCRVG0PAR4","梦龙 香草口味巧克力酱冰淇淋","317.06","20.47","29.53"
"UCRVG0PAR4","明治 牛奶巧克力脆皮雪糕","286.81","18.1","27.3"
"UCRVG0PAR4","明治 乳燕风情雪糕","161.62","5.1","25.7"
"UCRVG0PAR4","企鸟 赤豆王棒冰","102.06","0.1","22.7"
"UCRVG0PAR4","启梦加能手打实料冰淇淋","240","9","31.6"
"UCRVG0PAR4","雀巢 圣代(草莓香草味)","188.34","7.9","27"
"UCRVG0PAR4","雀巢 雪糕(香草味)","171.85","7.4","24.7"
"UCRVG0PAR4","雀巢 雪糕(香芋味)","171.85","7.4","24.7"
"UCRVG0PAR4","上口爱 拉花(组合型雪糕)","245.29","11.68","32.63"
"UCRVG0PAR4","双棒雪糕","137","3.6","23.9"
"UCRVG0PAR4","斯诺雪山 夏威夷果仁冰淇凌","208.41","12.4","16.9"
"UCRVG0PAR4","斯诺雪山香草味冰淇淋","222.28","13.2","17.9"
"UCRVG0PAR4","天冰 老庙会 奶油口味雪糕","122.85","4.3","19.7"
"UCRVG0PAR4","天冰 水果爱","127.65","4.4","21"
"UCRVG0PAR4","五丰泰国米仁","136.67","5","21.67"
"UCRVG0PAR4","五丰泰国米仁口味雪糕","127.76","4.91","20"
"UCRVG0PAR4","欣晨 香芋脆皮雪糕","164.44","10.1","17"
"UCRVG0PAR4","雪贝老冰棍","63.81","0.69","13.95"
"UCRVG0PAR4","雪糕(百乐宝)","147","6.2","20.1"
"UCRVG0PAR4","雅米熊猫 迷你果冻棒(草莓+青苹果味)","99","0","24"
"UCRVG0PAR4","雅米熊猫 迷你果冻棒(葡萄味)","99.43","0","24"
"UCRVG0PAR4","雅米熊猫 迷你果冻棒(水蜜桃味)","99.43","0","24"
"UCRVG0PAR4","伊利 佰豆集牛奶蜜豆雪糕","179.02","8.2","24.2"
"UCRVG0PAR4","伊利 克力棒雪糕(浓香巧克力口味)","182.84","9.6","23"
"UCRVG0PAR4","伊利 老冰棍棒冰","48.76","0","12.5"
"UCRVG0PAR4","伊利 蜜瓜仙子雪糕","162.52","8.9","19.6"
"UCRVG0PAR4","伊利 奶醇奶油棒冰","119.74","5.4","16.8"
"UCRVG0PAR4","伊利 意品 香草籽冰淇淋","212.24","12.7","21.2"
"UCRVG0PAR4","伊利榴莲雪糕","190.97","11.2","20.9"
"UCRVG0PAR4","伊利牧场 小布丁 奶油口味雪糕","170.17","10","19.1"
"UCRVG0PAR4","伊利舔一舔(牛奶味冰淇淋)","184.75","7.7","25.7"
"UCRVG0PAR4","祐康 果真多 菠萝果粒雪糕","106.3","2.8","20.1"
"UCRVG0PAR4","臻我瑞士巧克力口味脆皮冰淇淋","302.04","18.75","29.88"
"UCRVG0PAR4","中街1946 中街牧场奶砖","180.93","8.9","23.7"
"UCRVG0PAR4","BenJerry冰淇淋(曲奇饼干面团味)","250","14","27"
"UCRVG0PAR4","DQ冰雪皇后地动心摇","250","8.88","38.49"
"UCRVG0PAR4","Firenzi翡冷翠 Firenzi 翡冷翠 热带椰风冰淇淋","200.53","13.2","18.8"
"UCRVG0PAR4","Firenzi翡冷翠 Firenzi 翡冷翠 香芒幽梦雪泥","117.11","0","28.3"
"W0DF1F7CYK","北方绿人 老北京动物饼干","330","5.4","76.4"
"W0DF1F7CYK","饼干","435","12.7","71.7"
"W0DF1F7CYK","饼干(夹心)","449","15.9","75.3"
"W0DF1F7CYK","饼干(苏打夹心)","463","19.3","69.8"
"W0DF1F7CYK","饼干(甜酥夹心)","557","35.1","55.6"
"W0DF1F7CYK","菠萝豆","392","2.1","82.9"
"W0DF1F7CYK","脆美司 蔬菜味棒饼","500","21.88","68.75"
"W0DF1F7CYK","达利园 高纤煎麸饼","510.76","34","42"
"W0DF1F7CYK","达能 3层高钙梳打(海苔味发酵饼干)","466.06","20","61"
"W0DF1F7CYK","达能 佳钙牛奶咸饼干","458.89","16","70"
"W0DF1F7CYK","大润发 巧克派(巧克力味注芯蛋糕)","365","9","64.1"
"W0DF1F7CYK","蛋糕(巧克力)","437","30.4","40.2"
"W0DF1F7CYK","蛋糕(水果)","347","9.1","61.6"
"W0DF1F7CYK","迪士尼 智力饼干","430","8.92","79.3"
"W0DF1F7CYK","福来酥","470","21.4","64.2"
"W0DF1F7CYK","钙奶饼干","446","13.2","73.9"
"W0DF1F7CYK","高蛋白饼干","451","16.2","66"
"W0DF1F7CYK","宫廷蛋糕","335","3.4","69.2"
"W0DF1F7CYK","锅巴(小米)","554","36.9","54.6"
"W0DF1F7CYK","好丽友 蛋黄派[注心蛋黄派]","447.87","26.09","47.39"
"W0DF1F7CYK","好丽友 熊猫派派(巧克力味注心)","470.93","5.19","48.52"
"W0DF1F7CYK","和记饼业 盲公饼","437.5","14.06","75"
"W0DF1F7CYK","糊涂机长 鸡蛋沙琪玛","350","20.2","34.8"
"W0DF1F7CYK","皇室 优醇纯牛奶饼干","497.13","23.1","65.1"
"W0DF1F7CYK","混糖糕点","455","16.3","69.5"
"W0DF1F7CYK","吉百利 巧克力饼干","495","24.4","62.3"
"W0DF1F7CYK","夹心酥饼","482","24.7","59.7"
"W0DF1F7CYK","嘉顿 手指饼干巧克力味","430.7","9.4","76.9"
"W0DF1F7CYK","煎芋头糕","110.5","2.5","20"
"W0DF1F7CYK","江米条","440","11.7","78.1"
"W0DF1F7CYK","金必氏 愉快动物饼-奶油味","512.19","24.7","60.2"
"W0DF1F7CYK","京都 草莓味蛋糕卷","451.85","22.55","56.95"
"W0DF1F7CYK","卡夫 奥利奥饼干(花生＆巧克力味)","483.99","22.3","67.4"
"W0DF1F7CYK","卡夫 达能佳钙牛奶咸味韧性饼干(奶盐口味)100G","458.89","16","70"
"W0DF1F7CYK","卡夫 达能甜趣韧性饼干(清甜原味)","489.96","21","66"
"W0DF1F7CYK","卡夫 趣多多巧克力曲奇饼(咖啡味)","502.39","24.5","66.3"
"W0DF1F7CYK","卡夫 优冠酸奶夹心饼干(纯正酸奶味)345G","479.92","25.5","54.3"
"W0DF1F7CYK","康师傅 蛋黄也酥酥蛋黄饼干(原味)","485.66","20","67"
"W0DF1F7CYK","可拉奥 杂粮甜饼干","546.45","27.32","60.11"
"W0DF1F7CYK","可瑞安奶油夹心饼","546.88","31.25","59.38"
"W0DF1F7CYK","肯德基 薯条","298","15.5","40.5"
"W0DF1F7CYK","莱克塞斯 瑞典脆薄饼干","316.44","2.2","62.7"
"W0DF1F7CYK","乐天 蛋黄派","454.55","27.27","54.55"
"W0DF1F7CYK","利扬营养动力饼干(芝麻味)","471.32","20.6","67.8"
"W0DF1F7CYK","栗入どら焼(和菓子)","287","4","55.4"
"W0DF1F7CYK","栗羊羹","302","0.6","70.9"
"W0DF1F7CYK","绿豆糕","351","1","73.4"
"W0DF1F7CYK","伦敦 草莓瑞士卷","422.73","19.55","55"
"W0DF1F7CYK","伦敦 蓝莓瑞士卷","422.5","19.5","55"
"W0DF1F7CYK","麻烘糕","398","3.8","87.2"
"W0DF1F7CYK","麦当劳 脆薯饼","308","20.19","27.55"
"W0DF1F7CYK","麦当劳 香芋派","279.66","15.52","31.49"
"W0DF1F7CYK","美味香酥卷","368","3.6","76.7"
"W0DF1F7CYK","米老头 农夫小舍麦通(芝麻味)","446","14","76"
"W0DF1F7CYK","面窝","291","10.7","44"
"W0DF1F7CYK","奶油饼干","431","13.1","70.2"
"W0DF1F7CYK","品味本铺—小熊饼(草莓口味)","469.2","28","50.6"
"W0DF1F7CYK","起酥","500","31.7","45.1"
"W0DF1F7CYK","青食 字母饼干","382.4","10","65"
"W0DF1F7CYK","曲奇饼","546","31.6","59.1"
"W0DF1F7CYK","趣多多 香脆曲奇巧克力味","488.77","24.5","60.5"
"W0DF1F7CYK","上好佳 可可甜心","478.81","22.33","57.67"
"W0DF1F7CYK","上好佳 薯条番茄味","413.33","17.33","56.67"
"W0DF1F7CYK","上好佳 粟米条(草莓口味)","454.1","13.33","76.67"
"W0DF1F7CYK","上好佳 早茶心情肉松味","470.03","16.67","66.67"
"W0DF1F7CYK","十月初五 麦稣杏仁条","558.32","34.7","54.4"
"W0DF1F7CYK","十月初五素肉凤凰卷","499.53","23.33","66.67"
"W0DF1F7CYK","十月初五椰蓉酥","532.97","30","60"
"W0DF1F7CYK","顺旺 大红枣饼干","520.1","26.1","62.5"
"W0DF1F7CYK","思朗 纤麸高纤消化饼","477.53","21.2","58.2"
"W0DF1F7CYK","思朗 纤麸高纤消化饼干 380g(2片*20包)","475.86","23.2","59.1"
"W0DF1F7CYK","思朗 纤麸消化饼低糖蔬菜","504.1","24.1","63.4"
"W0DF1F7CYK","四洲 紫菜麦饼干","451.96","12","73.8"
"W0DF1F7CYK","苏打饼干","408","7.7","76.2"
"W0DF1F7CYK","台湾精益珍芝麻味沙琪玛","426.09","19.13","31.3"
"W0DF1F7CYK","桃酥","483","21.8","65.1"
"W0DF1F7CYK","旺旺 雪饼(香辣味)","400","1.67","86.67"
"W0DF1F7CYK","维夫饼干","529","35.2","48"
"W0DF1F7CYK","维格饼家凤梨酥","394","14","54.6"
"W0DF1F7CYK","沃尔玛 苹果派","281.55","15.53","34.95"
"W0DF1F7CYK","西式蛋糕","316","3.4","63.8"
"W0DF1F7CYK","熊出没曲奇饼奶油味","497","24.2","59.6"
"W0DF1F7CYK","熊出没手工蛋卷","559","36","53.8"
"W0DF1F7CYK","雪米饼","463","17.6","76.4"
"W0DF1F7CYK","压缩饼干","460","17.8","67.6"
"W0DF1F7CYK","一品味 精选柿饼","312","0.5","75.3"
"W0DF1F7CYK","宜家 黑麦薄脆饼干","322.66","2.7","60"
"W0DF1F7CYK","御珍果凤梨酥","346","14.4","50"
"W0DF1F7CYK","原野屋合桃燕麦素饼","460","15","70"
"W0DF1F7CYK","月饼(豆沙)","411","13.6","65.6"
"W0DF1F7CYK","月饼(唐王赏月)","418","18.4","57.8"
"W0DF1F7CYK","早茶饼","440","14.5","75.2"
"W0DF1F7CYK","长鼻王 铜板烧香芋味","289.2","8.3","50"
"W0DF1F7CYK","长鼻王 铜版烧(枣蓉夹心蛋糕)","274.86","9.3","43"
"W0DF1F7CYK","蒸萝卜糕","86","3.6","11"
"W0DF1F7CYK","蒸薯坊番茄味韧性饼干","502.87","23.4","65.7"
"W0DF1F7CYK","Aji手烧煎饼海苔味","468","23","46"
